Artist,Song,Text
Ed Sheeran,Perfect (2014),A catchy tune that dominates the charts.
Ed Sheeran,Love Story (2021),A soulful ballad with an unforgettable hook.
Harry Styles,Uptown Funk (2005),A catchy tune that dominates the charts.
Drake,Watermelon Sugar (2020),A catchy tune that dominates the charts.
Taylor Swift,Bad Guy (2006),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Bad Guy (2007),A catchy tune that dominates the charts.
Drake,Watermelon Sugar (2010),An upbeat track that gets everyone dancing.
Ed Sheeran,Perfect (2016),A reflective piece about life and its twists.
Billie Eilish,Love Story (2002),A soulful ballad with an unforgettable hook.
Harry Styles,Blinding Lights (2000),A soulful ballad with an unforgettable hook.
Bruno Mars,Uptown Funk (2009),A soulful ballad with an unforgettable hook.
Billie Eilish,Hotline Bling (2001),A soulful ballad with an unforgettable hook.
Harry Styles,Crazy in Love (2018),A soulful ballad with an unforgettable hook.
Ariana Grande,Blinding Lights (2008),An upbeat track that gets everyone dancing.
The Weeknd,Watermelon Sugar (2022),A soulful ballad with an unforgettable hook.
Billie Eilish,Bad Guy (2007),A reflective piece about life and its twists.
Taylor Swift,Love Story (2005),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Blinding Lights (2000),A reflective piece about life and its twists.
The Weeknd,Perfect (2007),A reflective piece about life and its twists.
Bruno Mars,Hotline Bling (2018),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Bad Guy (2000),A reflective piece about life and its twists.
The Weeknd,Uptown Funk (2001),An upbeat track that gets everyone dancing.
Adele,Uptown Funk (2013),A soulful ballad with an unforgettable hook.
The Weeknd,Crazy in Love (2024),A catchy tune that dominates the charts.
Harry Styles,Hello (2000),An upbeat track that gets everyone dancing.
Beyoncé,Blinding Lights (2021),A catchy tune that dominates the charts.
Ed Sheeran,"Thank U, Next (2022)",A catchy tune that dominates the charts.
Drake,Uptown Funk (2018),An upbeat track that gets everyone dancing.
Drake,Bad Guy (2010),A beautiful melody with heartfelt lyrics about love.
Adele,Blinding Lights (2012),A reflective piece about life and its twists.
Beyoncé,"Thank U, Next (2005)",An upbeat track that gets everyone dancing.
Ed Sheeran,"Thank U, Next (2003)",A soulful ballad with an unforgettable hook.
Adele,Bad Guy (2005),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Love Story (2018),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Blinding Lights (2018),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Bad Guy (2010),An upbeat track that gets everyone dancing.
Drake,Hello (2007),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Watermelon Sugar (2008),A soulful ballad with an unforgettable hook.
Harry Styles,Uptown Funk (2023),A soulful ballad with an unforgettable hook.
The Weeknd,"Thank U, Next (2001)",A reflective piece about life and its twists.
Billie Eilish,"Thank U, Next (2018)",An upbeat track that gets everyone dancing.
Adele,Bad Guy (2015),A soulful ballad with an unforgettable hook.
Ariana Grande,Bad Guy (2017),A soulful ballad with an unforgettable hook.
Adele,Crazy in Love (2009),A soulful ballad with an unforgettable hook.
Ariana Grande,Blinding Lights (2020),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Blinding Lights (2015),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Blinding Lights (2001),An upbeat track that gets everyone dancing.
Beyoncé,"Thank U, Next (2000)",A soulful ballad with an unforgettable hook.
Ariana Grande,"Thank U, Next (2001)",A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Bad Guy (2007),A beautiful melody with heartfelt lyrics about love.
Adele,Crazy in Love (2003),A reflective piece about life and its twists.
Bruno Mars,Love Story (2022),A soulful ballad with an unforgettable hook.
Harry Styles,Watermelon Sugar (2007),A catchy tune that dominates the charts.
Drake,Blinding Lights (2002),A catchy tune that dominates the charts.
Ariana Grande,Perfect (2014),A reflective piece about life and its twists.
The Weeknd,Uptown Funk (2013),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Blinding Lights (2004),A reflective piece about life and its twists.
Ed Sheeran,Watermelon Sugar (2002),A catchy tune that dominates the charts.
Adele,Hotline Bling (2022),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Perfect (2024),A soulful ballad with an unforgettable hook.
Adele,Blinding Lights (2006),An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2016),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Hello (2007),A reflective piece about life and its twists.
Ed Sheeran,"Thank U, Next (2021)",A beautiful melody with heartfelt lyrics about love.
The Weeknd,Blinding Lights (2010),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Love Story (2007),An upbeat track that gets everyone dancing.
Taylor Swift,Crazy in Love (2008),A soulful ballad with an unforgettable hook.
Drake,Crazy in Love (2000),A catchy tune that dominates the charts.
Ed Sheeran,Hotline Bling (2012),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Bad Guy (2006),A reflective piece about life and its twists.
Adele,"Thank U, Next (2018)",A catchy tune that dominates the charts.
Taylor Swift,Bad Guy (2000),An upbeat track that gets everyone dancing.
Adele,Bad Guy (2014),A soulful ballad with an unforgettable hook.
Ariana Grande,Hotline Bling (2007),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Bad Guy (2014),A reflective piece about life and its twists.
Drake,"Thank U, Next (2008)",A catchy tune that dominates the charts.
Drake,"Thank U, Next (2002)",A catchy tune that dominates the charts.
Taylor Swift,Perfect (2016),An upbeat track that gets everyone dancing.
Ed Sheeran,"Thank U, Next (2006)",A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Perfect (2009),A soulful ballad with an unforgettable hook.
Beyoncé,Hotline Bling (2002),A catchy tune that dominates the charts.
Harry Styles,Bad Guy (2011),An upbeat track that gets everyone dancing.
Ed Sheeran,Love Story (2022),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Watermelon Sugar (2014),A reflective piece about life and its twists.
Drake,Watermelon Sugar (2003),An upbeat track that gets everyone dancing.
Adele,Blinding Lights (2002),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Blinding Lights (2011),An upbeat track that gets everyone dancing.
Ed Sheeran,Blinding Lights (2006),A catchy tune that dominates the charts.
Bruno Mars,Watermelon Sugar (2009),A reflective piece about life and its twists.
Harry Styles,Hotline Bling (2015),An upbeat track that gets everyone dancing.
Bruno Mars,Hello (2017),A catchy tune that dominates the charts.
Billie Eilish,Hotline Bling (2011),A catchy tune that dominates the charts.
Adele,Hello (2008),A soulful ballad with an unforgettable hook.
Drake,Love Story (2017),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Uptown Funk (2023),An upbeat track that gets everyone dancing.
Beyoncé,Crazy in Love (2016),An upbeat track that gets everyone dancing.
Adele,Bad Guy (2022),A reflective piece about life and its twists.
Adele,Hello (2011),A soulful ballad with an unforgettable hook.
The Weeknd,Perfect (2022),An upbeat track that gets everyone dancing.
Adele,Hello (2024),An upbeat track that gets everyone dancing.
Drake,Blinding Lights (2020),A soulful ballad with an unforgettable hook.
Taylor Swift,Love Story (2003),An upbeat track that gets everyone dancing.
Adele,Crazy in Love (2001),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Blinding Lights (2024),An upbeat track that gets everyone dancing.
Taylor Swift,"Thank U, Next (2022)",A reflective piece about life and its twists.
Billie Eilish,Uptown Funk (2021),A soulful ballad with an unforgettable hook.
Ariana Grande,Hotline Bling (2019),A soulful ballad with an unforgettable hook.
Billie Eilish,Love Story (2022),A beautiful melody with heartfelt lyrics about love.
Drake,Hello (2011),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Bad Guy (2010),A catchy tune that dominates the charts.
The Weeknd,Love Story (2010),A catchy tune that dominates the charts.
Adele,Love Story (2003),A reflective piece about life and its twists.
Adele,Perfect (2017),A beautiful melody with heartfelt lyrics about love.
Adele,Crazy in Love (2012),A reflective piece about life and its twists.
Taylor Swift,Perfect (2012),An upbeat track that gets everyone dancing.
Drake,Blinding Lights (2005),A soulful ballad with an unforgettable hook.
The Weeknd,Blinding Lights (2001),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,"Thank U, Next (2013)",An upbeat track that gets everyone dancing.
Harry Styles,Blinding Lights (2019),A catchy tune that dominates the charts.
Ariana Grande,Hotline Bling (2006),A catchy tune that dominates the charts.
Adele,Bad Guy (2017),An upbeat track that gets everyone dancing.
Bruno Mars,"Thank U, Next (2002)",A reflective piece about life and its twists.
Beyoncé,Bad Guy (2001),A catchy tune that dominates the charts.
Drake,Love Story (2015),A reflective piece about life and its twists.
Harry Styles,Hotline Bling (2009),A beautiful melody with heartfelt lyrics about love.
Harry Styles,"Thank U, Next (2006)",A reflective piece about life and its twists.
Billie Eilish,Hello (2008),An upbeat track that gets everyone dancing.
The Weeknd,Bad Guy (2021),A reflective piece about life and its twists.
Drake,Bad Guy (2018),A reflective piece about life and its twists.
Ed Sheeran,Hello (2013),A reflective piece about life and its twists.
Ariana Grande,Hello (2018),A soulful ballad with an unforgettable hook.
Bruno Mars,Crazy in Love (2017),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Crazy in Love (2019),A reflective piece about life and its twists.
Drake,Perfect (2011),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Bad Guy (2007),A reflective piece about life and its twists.
Harry Styles,Watermelon Sugar (2013),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Watermelon Sugar (2006),A reflective piece about life and its twists.
Ariana Grande,Blinding Lights (2002),An upbeat track that gets everyone dancing.
Harry Styles,Blinding Lights (2015),A reflective piece about life and its twists.
Adele,Blinding Lights (2019),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Uptown Funk (2019),A beautiful melody with heartfelt lyrics about love.
Drake,Hello (2017),A beautiful melody with heartfelt lyrics about love.
Drake,"Thank U, Next (2023)",A soulful ballad with an unforgettable hook.
Ed Sheeran,Watermelon Sugar (2022),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Hotline Bling (2013),A catchy tune that dominates the charts.
Beyoncé,Hello (2014),A catchy tune that dominates the charts.
Billie Eilish,Perfect (2007),A catchy tune that dominates the charts.
Drake,Hello (2002),A beautiful melody with heartfelt lyrics about love.
Drake,Uptown Funk (2013),A reflective piece about life and its twists.
Ariana Grande,Uptown Funk (2018),A beautiful melody with heartfelt lyrics about love.
Drake,"Thank U, Next (2023)",A reflective piece about life and its twists.
Bruno Mars,Hotline Bling (2007),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Perfect (2017),An upbeat track that gets everyone dancing.
Billie Eilish,Bad Guy (2011),A catchy tune that dominates the charts.
Billie Eilish,Perfect (2017),A reflective piece about life and its twists.
Adele,Uptown Funk (2007),A reflective piece about life and its twists.
Ed Sheeran,"Thank U, Next (2015)",An upbeat track that gets everyone dancing.
Bruno Mars,Love Story (2011),An upbeat track that gets everyone dancing.
Taylor Swift,"Thank U, Next (2022)",An upbeat track that gets everyone dancing.
Beyoncé,Perfect (2000),A beautiful melody with heartfelt lyrics about love.
Drake,Love Story (2020),A reflective piece about life and its twists.
Bruno Mars,"Thank U, Next (2020)",An upbeat track that gets everyone dancing.
Adele,Blinding Lights (2020),A reflective piece about life and its twists.
Beyoncé,Hotline Bling (2018),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Love Story (2008),A soulful ballad with an unforgettable hook.
Adele,Perfect (2008),A reflective piece about life and its twists.
Drake,Crazy in Love (2010),A soulful ballad with an unforgettable hook.
Drake,Bad Guy (2006),An upbeat track that gets everyone dancing.
Taylor Swift,Crazy in Love (2001),A soulful ballad with an unforgettable hook.
The Weeknd,Watermelon Sugar (2004),An upbeat track that gets everyone dancing.
Harry Styles,Love Story (2022),A soulful ballad with an unforgettable hook.
Taylor Swift,Hello (2021),An upbeat track that gets everyone dancing.
The Weeknd,Crazy in Love (2023),An upbeat track that gets everyone dancing.
Billie Eilish,Love Story (2013),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Crazy in Love (2018),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Crazy in Love (2014),A catchy tune that dominates the charts.
Ariana Grande,Uptown Funk (2006),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Bad Guy (2008),A reflective piece about life and its twists.
Harry Styles,Uptown Funk (2006),A reflective piece about life and its twists.
Adele,Bad Guy (2008),An upbeat track that gets everyone dancing.
Ed Sheeran,Watermelon Sugar (2001),A catchy tune that dominates the charts.
Drake,Watermelon Sugar (2011),A soulful ballad with an unforgettable hook.
Ed Sheeran,Bad Guy (2014),A soulful ballad with an unforgettable hook.
The Weeknd,Crazy in Love (2010),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Uptown Funk (2004),A reflective piece about life and its twists.
Harry Styles,"Thank U, Next (2010)",A soulful ballad with an unforgettable hook.
Drake,Crazy in Love (2015),A reflective piece about life and its twists.
Beyoncé,Watermelon Sugar (2009),An upbeat track that gets everyone dancing.
Beyoncé,Hello (2024),A reflective piece about life and its twists.
Taylor Swift,Hotline Bling (2007),A catchy tune that dominates the charts.
Taylor Swift,"Thank U, Next (2018)",A reflective piece about life and its twists.
The Weeknd,Blinding Lights (2014),A reflective piece about life and its twists.
The Weeknd,Hello (2022),A catchy tune that dominates the charts.
Billie Eilish,Crazy in Love (2013),A reflective piece about life and its twists.
Ed Sheeran,Blinding Lights (2011),A reflective piece about life and its twists.
Drake,Bad Guy (2024),A reflective piece about life and its twists.
Taylor Swift,"Thank U, Next (2024)",A reflective piece about life and its twists.
Beyoncé,Hotline Bling (2007),A catchy tune that dominates the charts.
Beyoncé,Perfect (2009),A reflective piece about life and its twists.
Taylor Swift,Perfect (2002),A soulful ballad with an unforgettable hook.
The Weeknd,Crazy in Love (2003),A soulful ballad with an unforgettable hook.
Taylor Swift,Crazy in Love (2004),A soulful ballad with an unforgettable hook.
Beyoncé,Hotline Bling (2000),A soulful ballad with an unforgettable hook.
Harry Styles,"Thank U, Next (2023)",A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Perfect (2011),An upbeat track that gets everyone dancing.
The Weeknd,Hello (2021),A reflective piece about life and its twists.
Harry Styles,Uptown Funk (2008),An upbeat track that gets everyone dancing.
The Weeknd,Bad Guy (2017),A soulful ballad with an unforgettable hook.
Ariana Grande,Love Story (2023),A reflective piece about life and its twists.
Beyoncé,Uptown Funk (2000),An upbeat track that gets everyone dancing.
Harry Styles,"Thank U, Next (2024)",A reflective piece about life and its twists.
Harry Styles,Love Story (2009),A catchy tune that dominates the charts.
Ariana Grande,"Thank U, Next (2023)",An upbeat track that gets everyone dancing.
Harry Styles,Perfect (2005),A catchy tune that dominates the charts.
Beyoncé,Crazy in Love (2002),A reflective piece about life and its twists.
Harry Styles,Hello (2002),An upbeat track that gets everyone dancing.
Taylor Swift,Crazy in Love (2024),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Hello (2004),A reflective piece about life and its twists.
Adele,Uptown Funk (2008),A catchy tune that dominates the charts.
Drake,Hello (2017),A soulful ballad with an unforgettable hook.
Ed Sheeran,Watermelon Sugar (2019),A beautiful melody with heartfelt lyrics about love.
Drake,Watermelon Sugar (2007),A catchy tune that dominates the charts.
The Weeknd,Uptown Funk (2011),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Bad Guy (2001),A reflective piece about life and its twists.
Drake,"Thank U, Next (2023)",A reflective piece about life and its twists.
Adele,Uptown Funk (2009),A catchy tune that dominates the charts.
The Weeknd,Crazy in Love (2024),A catchy tune that dominates the charts.
Adele,Hello (2003),A reflective piece about life and its twists.
Drake,Bad Guy (2022),A reflective piece about life and its twists.
Ed Sheeran,Crazy in Love (2021),A catchy tune that dominates the charts.
The Weeknd,Love Story (2022),A soulful ballad with an unforgettable hook.
The Weeknd,Hello (2001),A soulful ballad with an unforgettable hook.
Bruno Mars,Watermelon Sugar (2015),A reflective piece about life and its twists.
Adele,Bad Guy (2004),A reflective piece about life and its twists.
Billie Eilish,Blinding Lights (2014),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Love Story (2000),A soulful ballad with an unforgettable hook.
Harry Styles,Hotline Bling (2021),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Perfect (2002),A beautiful melody with heartfelt lyrics about love.
Adele,Blinding Lights (2012),A soulful ballad with an unforgettable hook.
Taylor Swift,Hello (2015),A catchy tune that dominates the charts.
The Weeknd,Uptown Funk (2015),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Hotline Bling (2020),A reflective piece about life and its twists.
Ariana Grande,Watermelon Sugar (2007),A catchy tune that dominates the charts.
Bruno Mars,Hello (2004),An upbeat track that gets everyone dancing.
Adele,Perfect (2019),A soulful ballad with an unforgettable hook.
Taylor Swift,Bad Guy (2017),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Crazy in Love (2009),A reflective piece about life and its twists.
Billie Eilish,Hotline Bling (2004),A reflective piece about life and its twists.
Drake,Hello (2016),A catchy tune that dominates the charts.
Billie Eilish,Uptown Funk (2014),An upbeat track that gets everyone dancing.
Beyoncé,"Thank U, Next (2013)",A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Hello (2014),A catchy tune that dominates the charts.
Ariana Grande,Blinding Lights (2024),A reflective piece about life and its twists.
Beyoncé,Blinding Lights (2001),A soulful ballad with an unforgettable hook.
Adele,Hello (2010),A catchy tune that dominates the charts.
Billie Eilish,Love Story (2005),A reflective piece about life and its twists.
Billie Eilish,Watermelon Sugar (2011),A reflective piece about life and its twists.
Ed Sheeran,Love Story (2017),An upbeat track that gets everyone dancing.
Billie Eilish,Bad Guy (2009),A soulful ballad with an unforgettable hook.
Beyoncé,Crazy in Love (2017),A reflective piece about life and its twists.
Ed Sheeran,Bad Guy (2002),A soulful ballad with an unforgettable hook.
Ariana Grande,Blinding Lights (2017),A beautiful melody with heartfelt lyrics about love.
The Weeknd,"Thank U, Next (2020)",A beautiful melody with heartfelt lyrics about love.
Harry Styles,Hotline Bling (2006),A reflective piece about life and its twists.
Billie Eilish,Love Story (2013),A soulful ballad with an unforgettable hook.
Drake,Hotline Bling (2008),An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2000),An upbeat track that gets everyone dancing.
Harry Styles,Hotline Bling (2021),A catchy tune that dominates the charts.
Billie Eilish,Blinding Lights (2003),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Hello (2022),An upbeat track that gets everyone dancing.
Ed Sheeran,Uptown Funk (2005),A beautiful melody with heartfelt lyrics about love.
Adele,Blinding Lights (2011),A beautiful melody with heartfelt lyrics about love.
Adele,Crazy in Love (2022),An upbeat track that gets everyone dancing.
Beyoncé,Crazy in Love (2010),An upbeat track that gets everyone dancing.
Adele,Uptown Funk (2020),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Love Story (2016),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Blinding Lights (2000),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Bad Guy (2024),A reflective piece about life and its twists.
The Weeknd,Perfect (2008),An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2005),A reflective piece about life and its twists.
The Weeknd,Crazy in Love (2024),A catchy tune that dominates the charts.
The Weeknd,Uptown Funk (2009),A reflective piece about life and its twists.
Billie Eilish,Bad Guy (2014),An upbeat track that gets everyone dancing.
Drake,Crazy in Love (2000),An upbeat track that gets everyone dancing.
Bruno Mars,Bad Guy (2020),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Love Story (2008),An upbeat track that gets everyone dancing.
Drake,Bad Guy (2024),A reflective piece about life and its twists.
Harry Styles,Love Story (2004),A reflective piece about life and its twists.
Drake,Bad Guy (2013),A soulful ballad with an unforgettable hook.
Ariana Grande,Uptown Funk (2021),A reflective piece about life and its twists.
Adele,Bad Guy (2023),A reflective piece about life and its twists.
Ed Sheeran,Bad Guy (2017),An upbeat track that gets everyone dancing.
Beyoncé,Hello (2013),A catchy tune that dominates the charts.
Bruno Mars,Watermelon Sugar (2016),An upbeat track that gets everyone dancing.
Harry Styles,Uptown Funk (2012),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Hotline Bling (2003),A soulful ballad with an unforgettable hook.
Ariana Grande,Bad Guy (2015),An upbeat track that gets everyone dancing.
Beyoncé,Love Story (2009),A beautiful melody with heartfelt lyrics about love.
Adele,Love Story (2009),A catchy tune that dominates the charts.
The Weeknd,Watermelon Sugar (2003),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,"Thank U, Next (2010)",A catchy tune that dominates the charts.
Ed Sheeran,Hello (2021),A soulful ballad with an unforgettable hook.
Ariana Grande,Uptown Funk (2008),A soulful ballad with an unforgettable hook.
Taylor Swift,"Thank U, Next (2002)",A catchy tune that dominates the charts.
Billie Eilish,Hotline Bling (2010),A catchy tune that dominates the charts.
Ariana Grande,Love Story (2013),A soulful ballad with an unforgettable hook.
Adele,Uptown Funk (2006),A soulful ballad with an unforgettable hook.
The Weeknd,Love Story (2022),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Blinding Lights (2003),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,"Thank U, Next (2003)",A reflective piece about life and its twists.
Ed Sheeran,"Thank U, Next (2012)",A reflective piece about life and its twists.
Billie Eilish,Watermelon Sugar (2001),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Watermelon Sugar (2008),A reflective piece about life and its twists.
Beyoncé,Watermelon Sugar (2019),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Watermelon Sugar (2009),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Love Story (2008),A soulful ballad with an unforgettable hook.
Taylor Swift,Crazy in Love (2010),An upbeat track that gets everyone dancing.
Drake,Love Story (2009),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Perfect (2015),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Uptown Funk (2015),An upbeat track that gets everyone dancing.
Ariana Grande,Uptown Funk (2001),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Crazy in Love (2004),A catchy tune that dominates the charts.
The Weeknd,Watermelon Sugar (2011),A reflective piece about life and its twists.
The Weeknd,Uptown Funk (2007),A reflective piece about life and its twists.
Beyoncé,Bad Guy (2000),A catchy tune that dominates the charts.
The Weeknd,Uptown Funk (2022),A soulful ballad with an unforgettable hook.
Billie Eilish,Bad Guy (2020),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Hotline Bling (2014),An upbeat track that gets everyone dancing.
Bruno Mars,"Thank U, Next (2003)",An upbeat track that gets everyone dancing.
Taylor Swift,Watermelon Sugar (2002),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Blinding Lights (2010),An upbeat track that gets everyone dancing.
Ariana Grande,Blinding Lights (2015),A catchy tune that dominates the charts.
Drake,Crazy in Love (2007),A reflective piece about life and its twists.
Drake,Crazy in Love (2022),An upbeat track that gets everyone dancing.
Ariana Grande,Perfect (2006),A catchy tune that dominates the charts.
Drake,Hotline Bling (2007),An upbeat track that gets everyone dancing.
Ariana Grande,Bad Guy (2011),A reflective piece about life and its twists.
Harry Styles,Crazy in Love (2004),A catchy tune that dominates the charts.
Ed Sheeran,"Thank U, Next (2016)",A catchy tune that dominates the charts.
Drake,"Thank U, Next (2015)",A catchy tune that dominates the charts.
Drake,Blinding Lights (2020),A soulful ballad with an unforgettable hook.
Billie Eilish,"Thank U, Next (2002)",A reflective piece about life and its twists.
Beyoncé,Crazy in Love (2012),A soulful ballad with an unforgettable hook.
Taylor Swift,Blinding Lights (2021),A soulful ballad with an unforgettable hook.
Harry Styles,Blinding Lights (2007),A catchy tune that dominates the charts.
Billie Eilish,"Thank U, Next (2011)",An upbeat track that gets everyone dancing.
The Weeknd,Uptown Funk (2023),A catchy tune that dominates the charts.
Harry Styles,Crazy in Love (2023),An upbeat track that gets everyone dancing.
Beyoncé,Uptown Funk (2001),An upbeat track that gets everyone dancing.
Drake,Watermelon Sugar (2019),A soulful ballad with an unforgettable hook.
Harry Styles,Crazy in Love (2000),An upbeat track that gets everyone dancing.
Ariana Grande,Perfect (2013),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Watermelon Sugar (2009),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Blinding Lights (2014),An upbeat track that gets everyone dancing.
Ariana Grande,Blinding Lights (2011),A reflective piece about life and its twists.
Ariana Grande,Crazy in Love (2018),An upbeat track that gets everyone dancing.
Adele,Watermelon Sugar (2013),An upbeat track that gets everyone dancing.
Adele,Blinding Lights (2021),A soulful ballad with an unforgettable hook.
Taylor Swift,"Thank U, Next (2005)",A beautiful melody with heartfelt lyrics about love.
Adele,"Thank U, Next (2007)",A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Uptown Funk (2007),A reflective piece about life and its twists.
Adele,Hello (2008),A reflective piece about life and its twists.
Ed Sheeran,Crazy in Love (2013),An upbeat track that gets everyone dancing.
The Weeknd,Crazy in Love (2009),A reflective piece about life and its twists.
Taylor Swift,Bad Guy (2013),An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2001),A catchy tune that dominates the charts.
Ariana Grande,Uptown Funk (2017),A reflective piece about life and its twists.
Harry Styles,"Thank U, Next (2017)",A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Watermelon Sugar (2005),A catchy tune that dominates the charts.
Adele,Crazy in Love (2008),An upbeat track that gets everyone dancing.
Bruno Mars,Hello (2015),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Watermelon Sugar (2017),A catchy tune that dominates the charts.
Taylor Swift,Perfect (2014),A soulful ballad with an unforgettable hook.
Taylor Swift,Watermelon Sugar (2013),A reflective piece about life and its twists.
Taylor Swift,Love Story (2000),A reflective piece about life and its twists.
Adele,Watermelon Sugar (2005),A reflective piece about life and its twists.
Billie Eilish,Bad Guy (2024),A beautiful melody with heartfelt lyrics about love.
Beyoncé,"Thank U, Next (2016)",A soulful ballad with an unforgettable hook.
Harry Styles,Hotline Bling (2007),A catchy tune that dominates the charts.
Adele,Hello (2019),A reflective piece about life and its twists.
Bruno Mars,Blinding Lights (2010),An upbeat track that gets everyone dancing.
Ariana Grande,Crazy in Love (2010),A reflective piece about life and its twists.
Drake,Perfect (2017),A reflective piece about life and its twists.
Drake,"Thank U, Next (2008)",A reflective piece about life and its twists.
Harry Styles,Watermelon Sugar (2020),A reflective piece about life and its twists.
Billie Eilish,Uptown Funk (2023),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Hotline Bling (2005),A reflective piece about life and its twists.
Ed Sheeran,Perfect (2011),A reflective piece about life and its twists.
Drake,Perfect (2008),A catchy tune that dominates the charts.
Taylor Swift,Perfect (2006),An upbeat track that gets everyone dancing.
The Weeknd,Watermelon Sugar (2004),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Hello (2015),A reflective piece about life and its twists.
Drake,"Thank U, Next (2022)",A catchy tune that dominates the charts.
Drake,Blinding Lights (2021),An upbeat track that gets everyone dancing.
Adele,Watermelon Sugar (2022),A reflective piece about life and its twists.
Ed Sheeran,Bad Guy (2014),A soulful ballad with an unforgettable hook.
Beyoncé,Crazy in Love (2020),A soulful ballad with an unforgettable hook.
Bruno Mars,Hello (2022),A beautiful melody with heartfelt lyrics about love.
Adele,Love Story (2011),A soulful ballad with an unforgettable hook.
Adele,Hotline Bling (2010),A reflective piece about life and its twists.
Bruno Mars,Bad Guy (2003),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Perfect (2007),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Blinding Lights (2020),A soulful ballad with an unforgettable hook.
Billie Eilish,Blinding Lights (2010),An upbeat track that gets everyone dancing.
Ed Sheeran,Crazy in Love (2008),A reflective piece about life and its twists.
Adele,Crazy in Love (2006),A reflective piece about life and its twists.
Adele,Uptown Funk (2024),A reflective piece about life and its twists.
Ariana Grande,Hello (2024),An upbeat track that gets everyone dancing.
